actual_cost,date,items,quantity,row_id,row_name
4724.03,2021-03-01,95,3072.0,16C,NHS TEES VALLEY
10119.97,2021-03-01,181,7925.0,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
14599.67,2021-03-01,313,9543.0,26A,NHS NORFOLK AND WAVENEY
9066.88,2021-03-01,167,6466.0,27D,NHS CHESHIRE
2582.62,2021-03-01,63,1563.0,36J,NHS BRADFORD DISTRICT AND CRAVEN
17190.51,2021-03-01,325,15164.0,36L,NHS SOUTH WEST LONDON
2958.33,2021-03-01,47,2008.0,42D,NHS NORTH YORKSHIRE
8381.83,2021-03-01,156,6517.0,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
10417.78,2021-03-01,199,6668.0,70F,NHS WEST SUSSEX
5567.29,2021-03-01,93,5264.0,71E,NHS LINCOLNSHIRE
11557.54,2021-03-01,227,6721.0,72Q,NHS SOUTH EAST LONDON
12121.77,2021-03-01,245,9088.0,78H,NHS NORTHAMPTONSHIRE
7810.08,2021-03-01,150,6528.0,84H,NHS COUNTY DURHAM
26161.45,2021-03-01,467,17487.0,91Q,NHS KENT AND MEDWAY
14616.28,2021-03-01,241,13693.0,92A,NHS SURREY HEARTLANDS
7606.8,2021-03-01,114,4418.0,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
15325.72,2021-03-01,235,11216.0,93C,NHS NORTH CENTRAL LONDON
6723.08,2021-03-01,144,5961.0,97R,NHS EAST SUSSEX
3358.75,2021-03-01,69,1852.0,99A,NHS LIVERPOOL
6599.01,2021-03-01,129,6543.0,99C,NHS NORTH TYNESIDE
4193.37,2021-03-01,84,2725.0,99E,NHS BASILDON AND BRENTWOOD
2530.22,2021-03-01,41,1756.0,99F,NHS CASTLE POINT AND ROCHFORD
3520.56,2021-03-01,55,3960.0,99G,NHS SOUTHEND
13227.13,2021-03-01,261,8893.0,A3A8R,NHS NORTH EAST LONDON
6184.12,2021-03-01,145,4144.0,B2M3M,NHS COVENTRY AND WARWICKSHIRE
16694.26,2021-03-01,308,12006.0,D2P2L,NHS BLACK COUNTRY
10722.84,2021-03-01,255,7525.0,D4U1Y,NHS FRIMLEY
25916.66,2021-03-01,470,17799.0,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
8910.22,2021-03-01,154,8347.0,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
4287.3,2021-03-01,63,3262.0,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
13025.91,2021-03-01,238,8589.0,W2U3Z,NHS NORTH WEST LONDON
2279.62,2021-03-01,56,1344.0,X2C4Y,NHS KIRKLEES
10335.59,2021-04-01,233,9511.0,00L,NHS NORTHUMBERLAND
3547.09,2021-04-01,79,2572.0,00N,NHS SOUTH TYNESIDE
2724.39,2021-04-01,62,2809.0,00P,NHS SUNDERLAND
1473.02,2021-04-01,30,868.0,00Q,NHS BLACKBURN WITH DARWEN
3111.48,2021-04-01,62,1775.0,00R,NHS BLACKPOOL
1639.87,2021-04-01,39,1378.0,00T,NHS BOLTON
2564.08,2021-04-01,52,1707.0,00V,NHS BURY
866.01,2021-04-01,16,476.0,00X,NHS CHORLEY AND SOUTH RIBBLE
2251.75,2021-04-01,40,1620.0,00Y,NHS OLDHAM
3659.96,2021-04-01,55,2212.0,01A,NHS EAST LANCASHIRE
1453.32,2021-04-01,28,889.0,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2140.6,2021-04-01,39,2026.0,01E,NHS GREATER PRESTON
851.7,2021-04-01,12,532.0,01F,NHS HALTON
8826.51,2021-04-01,214,5771.0,01G,NHS SALFORD
2557.76,2021-04-01,45,1672.0,01H,NHS NORTH CUMBRIA
388.21,2021-04-01,6,196.0,01J,NHS KNOWSLEY
3153.13,2021-04-01,64,2368.0,01K,NHS MORECAMBE BAY
432.92,2021-04-01,8,224.0,01T,NHS SOUTH SEFTON
995.03,2021-04-01,18,560.0,01V,NHS SOUTHPORT AND FORMBY
6462.9,2021-04-01,109,4660.0,01W,NHS STOCKPORT
1043.82,2021-04-01,15,581.0,01X,NHS ST HELENS
3642.33,2021-04-01,75,4329.0,01Y,NHS TAMESIDE AND GLOSSOP
1662.01,2021-04-01,27,952.0,02A,NHS TRAFFORD
621.44,2021-04-01,12,364.0,02E,NHS WARRINGTON
2038.97,2021-04-01,27,1239.0,02G,NHS WEST LANCASHIRE
4725.6,2021-04-01,94,3251.0,02H,NHS WIGAN BOROUGH
1498.17,2021-04-01,23,882.0,02M,NHS FYLDE AND WYRE
3499.42,2021-04-01,69,2226.0,02P,NHS BARNSLEY
776.3,2021-04-01,15,420.0,02Q,NHS BASSETLAW
725.87,2021-04-01,13,922.0,02T,NHS CALDERDALE
1064.68,2021-04-01,19,888.0,02X,NHS DONCASTER
825.91,2021-04-01,17,476.0,02Y,NHS EAST RIDING OF YORKSHIRE
948.0,2021-04-01,16,1078.0,03F,NHS HULL
1568.4,2021-04-01,26,924.0,03H,NHS NORTH EAST LINCOLNSHIRE
522.51,2021-04-01,10,280.0,03K,NHS NORTH LINCOLNSHIRE
641.74,2021-04-01,10,392.0,03L,NHS ROTHERHAM
5164.72,2021-04-01,86,3407.0,03N,NHS SHEFFIELD
