financial_year,mid_year,icb_name,icb_code,identified_patients,total_items,population,patients_per_100k,items_per_100k
2021/2022,2021,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,3889.0,31035.0,979556.0,397.0,3168.3
2021/2022,2021,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,3916.0,36692.0,988472.0,396.2,3712.0
2021/2022,2021,NHS DORSET INTEGRATED CARE BOARD,E54000041,3055.0,26703.0,781400.0,391.0,3417.3
2021/2022,2021,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,6871.0,53576.0,1790539.0,383.7,2992.2
2021/2022,2021,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,7599.0,50518.0,2001819.0,379.6,2523.6
2021/2022,2021,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,3536.0,25937.0,945766.0,373.9,2742.4
2021/2022,2021,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,10582.0,99752.0,2869531.0,368.8,3476.2
2021/2022,2021,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,6195.0,56284.0,1708363.0,362.6,3294.6
2021/2022,2021,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,7513.0,57216.0,2093775.0,358.8,2732.7
2021/2022,2021,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,5266.0,45525.0,1500915.0,350.9,3033.1
2021/2022,2021,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,5950.0,57369.0,1718731.0,346.2,3337.9
2021/2022,2021,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,1973.0,16502.0,574219.0,343.6,2873.8
2021/2022,2021,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,6047.0,50912.0,1826528.0,331.1,2787.4
2021/2022,2021,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,9734.0,102793.0,2967777.0,328.0,3463.6
2021/2022,2021,NHS DEVON INTEGRATED CARE BOARD,E54000037,3995.0,39851.0,1218643.0,327.8,3270.1
2021/2022,2021,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,2938.0,29037.0,917491.0,320.2,3164.8
2021/2022,2021,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,3666.0,39640.0,1214138.0,301.9,3264.9
2021/2022,2021,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,1680.0,13985.0,573100.0,293.1,2440.2
2021/2022,2021,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,1456.0,13721.0,510526.0,285.2,2687.6
2021/2022,2021,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,3582.0,22023.0,1359962.0,263.4,1619.4
2021/2022,2021,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,1589.0,15615.0,646485.0,245.8,2415.4
2021/2022,2021,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,E54000018,2208.0,22207.0,943266.0,234.1,2354.3
2021/2022,2021,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,E54000054,4700.0,44056.0,2401347.0,195.7,1834.6
2021/2022,2021,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,3080.0,28145.0,1700188.0,181.2,1655.4
2021/2022,2021,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,E54000010,1688.0,16416.0,1135910.0,148.6,1445.2
2022/2023,2022,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,E54000008,21315.0,149382.0,2550206.0,835.8,5857.6
2022/2023,2022,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,E54000032,13482.0,114221.0,1877610.0,718.0,6083.3
2022/2023,2022,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,E54000063,7447.0,58842.0,1061361.0,701.6,5544.0
2022/2023,2022,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,E54000058,6300.0,56265.0,1067999.0,589.9,5268.3
2022/2023,2022,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,E54000026,7063.0,59036.0,1209499.0,584.0,4881.0
2022/2023,2022,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",E54000015,6476.0,56659.0,1137436.0,569.4,4981.3
2022/2023,2022,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",E54000044,9928.0,79991.0,1806092.0,549.7,4429.0
2022/2023,2022,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,E54000031,8156.0,62505.0,1513839.0,538.8,4128.9
2022/2023,2022,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,E54000059,4201.0,41887.0,792856.0,529.9,5283.1
2022/2023,2022,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,E54000013,4068.0,37586.0,776038.0,524.2,4843.3
2022/2023,2022,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,E54000060,6023.0,50895.0,1161948.0,518.4,4380.1
2022/2023,2022,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,E54000028,7341.0,56658.0,1416437.0,518.3,4000.0
2022/2023,2022,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,5092.0,40141.0,994094.0,512.2,4037.9
2022/2023,2022,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,E54000061,7051.0,61346.0,1392826.0,506.2,4404.4
2022/2023,2022,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,2905.0,21213.0,577931.0,502.7,3670.5
2022/2023,2022,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",E54000024,4939.0,41831.0,1016836.0,485.7,4113.8
2022/2023,2022,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,E54000022,5012.0,49259.0,1042108.0,480.9,4726.9
2022/2023,2022,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,4554.0,33667.0,954424.0,477.1,3527.5
2022/2023,2022,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,8511.0,65222.0,1796334.0,473.8,3630.8
2022/2023,2022,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,4717.0,42662.0,998208.0,472.5,4273.9
2022/2023,2022,NHS FRIMLEY INTEGRATED CARE BOARD,E54000034,3635.0,30991.0,775345.0,468.8,3997.1
2022/2023,2022,NHS DORSET INTEGRATED CARE BOARD,E54000041,3656.0,30742.0,786293.0,465.0,3909.7
2022/2023,2022,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,9394.0,62638.0,2028291.0,463.1,3088.2
2022/2023,2022,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,13142.0,117139.0,2919285.0,450.2,4012.6
2022/2023,2022,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,7734.0,67468.0,1722343.0,449.0,3917.2
2022/2023,2022,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,9409.0,72648.0,2116467.0,444.6,3432.5
2022/2023,2022,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,E54000019,3459.0,34026.0,798072.0,433.4,4263.5
2022/2023,2022,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,6425.0,53881.0,1507004.0,426.3,3575.4
2022/2023,2022,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,5843.0,30739.0,1371550.0,426.0,2241.2
2022/2023,2022,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,7516.0,61291.0,1843656.0,407.7,3324.4
2022/2023,2022,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,6983.0,64162.0,1740587.0,401.2,3686.2
2022/2023,2022,NHS DEVON INTEGRATED CARE BOARD,E54000037,4835.0,46905.0,1232751.0,392.2,3804.9
2022/2023,2022,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,11015.0,113324.0,3006982.0,366.3,3768.7
2022/2023,2022,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,3379.0,32736.0,928696.0,363.8,3524.9
2022/2023,2022,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,1972.0,15955.0,577349.0,341.6,2763.5
2022/2023,2022,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,1739.0,15393.0,516352.0,336.8,2981.1
2022/2023,2022,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,3962.0,42552.0,1227001.0,322.9,3468.0
2022/2023,2022,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,1955.0,18323.0,652938.0,299.4,2806.2
2022/2023,2022,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,E54000010,3216.0,26582.0,1147132.0,280.4,2317.3
2022/2023,2022,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,E54000018,2685.0,26320.0,960146.0,279.6,2741.2
2022/2023,2022,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,E54000054,6088.0,54576.0,2427577.0,250.8,2248.2
2022/2023,2022,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,3876.0,34416.0,1714496.0,226.1,2007.4
2023/2024,2023,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,E54000008,23008.0,165934.0,2584603.0,890.2,6420.1
2023/2024,2023,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,E54000063,8807.0,66649.0,1074888.0,819.3,6200.6
2023/2024,2023,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,E54000026,9057.0,70449.0,1225206.0,739.2,5750.0
2023/2024,2023,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,E54000032,13616.0,117349.0,1905588.0,714.5,6158.2
2023/2024,2023,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,E54000058,7452.0,64575.0,1083536.0,687.7,5959.7
2023/2024,2023,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,E54000013,5359.0,44736.0,783984.0,683.6,5706.2
2023/2024,2023,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",E54000024,7103.0,55545.0,1041985.0,681.7,5330.7
2023/2024,2023,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,E54000031,10132.0,74188.0,1532388.0,661.2,4841.3
2023/2024,2023,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",E54000044,12099.0,97045.0,1836111.0,658.9,5285.4
2023/2024,2023,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,6630.0,49751.0,1008738.0,657.3,4932.0
2023/2024,2023,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,3820.0,26126.0,581814.0,656.6,4490.4
2023/2024,2023,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",E54000015,7551.0,67916.0,1157739.0,652.2,5866.3
2023/2024,2023,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,E54000028,9176.0,67997.0,1429135.0,642.1,4757.9
2023/2024,2023,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,11299.0,80194.0,1813474.0,623.1,4422.1
2023/2024,2023,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,E54000060,7144.0,58347.0,1173914.0,608.6,4970.3
2023/2024,2023,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,5763.0,40853.0,965281.0,597.0,4232.2
2023/2024,2023,NHS FRIMLEY INTEGRATED CARE BOARD,E54000034,4673.0,36644.0,790603.0,591.1,4634.9
2023/2024,2023,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,E54000059,4701.0,46701.0,805069.0,583.9,5800.9
2023/2024,2023,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,E54000061,8211.0,70334.0,1412806.0,581.2,4978.3
2023/2024,2023,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,5886.0,48975.0,1013605.0,580.7,4831.8
2023/2024,2023,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,11672.0,75972.0,2068022.0,564.4,3673.7
2023/2024,2023,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,E54000022,5895.0,53093.0,1050895.0,561.0,5052.2
2023/2024,2023,NHS DORSET INTEGRATED CARE BOARD,E54000041,4362.0,34849.0,792777.0,550.2,4395.8
2023/2024,2023,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,9569.0,79593.0,1741806.0,549.4,4569.6
2023/2024,2023,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,11763.0,85120.0,2156686.0,545.4,3946.8
2023/2024,2023,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,15743.0,135665.0,2965612.0,530.9,4574.6
2023/2024,2023,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,7323.0,46136.0,1389948.0,526.9,3319.3
2023/2024,2023,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,9707.0,74859.0,1866042.0,520.2,4011.6
2023/2024,2023,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,7667.0,62648.0,1526556.0,502.2,4103.9
2023/2024,2023,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,E54000019,3911.0,36834.0,805706.0,485.4,4571.6
2023/2024,2023,NHS DEVON INTEGRATED CARE BOARD,E54000037,5691.0,52263.0,1243876.0,457.5,4201.6
2023/2024,2023,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,8009.0,70977.0,1765008.0,453.8,4021.3
2023/2024,2023,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,4078.0,37646.0,942489.0,432.7,3994.3
2023/2024,2023,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,2508.0,18370.0,582962.0,430.2,3151.1
2023/2024,2023,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,2152.0,16761.0,521975.0,412.3,3211.1
2023/2024,2023,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,5116.0,48136.0,1245025.0,410.9,3866.3
2023/2024,2023,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,12475.0,122085.0,3050087.0,409.0,4002.7
2023/2024,2023,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,2400.0,21663.0,661724.0,362.7,3273.7
2023/2024,2023,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,E54000010,4136.0,33107.0,1163688.0,355.4,2845.0
2023/2024,2023,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,E54000018,3308.0,30227.0,979614.0,337.7,3085.6
2023/2024,2023,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,E54000054,7807.0,67342.0,2460272.0,317.3,2737.2
2023/2024,2023,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,4947.0,39446.0,1731233.0,285.8,2278.5
2024/2025,2024,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,E54000008,27155.0,198009.0,2615425.0,1038.3,7570.8
2024/2025,2024,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,E54000063,10071.0,79181.0,1085554.0,927.7,7294.1
2024/2025,2024,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,4481.0,31074.0,528407.0,848.0,5880.7
2024/2025,2024,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,E54000013,6652.0,55504.0,789502.0,842.6,7030.3
2024/2025,2024,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,E54000026,10067.0,83344.0,1241837.0,810.7,6711.3
2024/2025,2024,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,8303.0,64362.0,1025309.0,809.8,6277.3
2024/2025,2024,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,4710.0,33170.0,585655.0,804.2,5663.7
2024/2025,2024,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,E54000058,8770.0,73537.0,1096526.0,799.8,6706.4
2024/2025,2024,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",E54000024,8502.0,68423.0,1063247.0,799.6,6435.3
2024/2025,2024,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,E54000028,11462.0,84719.0,1436301.0,798.0,5898.4
2024/2025,2024,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,E54000032,14865.0,124111.0,1931684.0,769.5,6425.0
2024/2025,2024,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,E54000031,11550.0,86936.0,1549431.0,745.4,5610.8
2024/2025,2024,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,13550.0,97951.0,1824242.0,742.8,5369.4
2024/2025,2024,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",E54000015,8598.0,74144.0,1175364.0,731.5,6308.2
2024/2025,2024,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",E54000044,13575.0,111188.0,1862474.0,728.9,5969.9
2024/2025,2024,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,6982.0,49185.0,974918.0,716.2,5045.0
2024/2025,2024,NHS FRIMLEY INTEGRATED CARE BOARD,E54000034,5652.0,46316.0,803615.0,703.3,5763.5
2024/2025,2024,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,E54000061,9960.0,79814.0,1430623.0,696.2,5579.0
2024/2025,2024,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,14776.0,103394.0,2181495.0,677.3,4739.6
2024/2025,2024,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,E54000060,8039.0,62939.0,1188090.0,676.6,5297.5
2024/2025,2024,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,13905.0,98284.0,2098267.0,662.7,4684.1
2024/2025,2024,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,12393.0,97426.0,1879207.0,659.5,5184.4
2024/2025,2024,NHS DORSET INTEGRATED CARE BOARD,E54000041,5205.0,39993.0,798914.0,651.5,5005.9
2024/2025,2024,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,11334.0,93625.0,1759789.0,644.1,5320.2
2024/2025,2024,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,E54000022,6706.0,59062.0,1058014.0,633.8,5582.3
2024/2025,2024,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,E54000059,5146.0,50165.0,813682.0,632.4,6165.2
2024/2025,2024,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,6485.0,53950.0,1025557.0,632.3,5260.6
2024/2025,2024,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,17658.0,150034.0,3009664.0,586.7,4985.1
2024/2025,2024,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,8170.0,52295.0,1404860.0,581.6,3722.4
2024/2025,2024,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,8742.0,72489.0,1545554.0,565.6,4690.2
2024/2025,2024,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,E54000019,4359.0,39942.0,812407.0,536.6,4916.5
2024/2025,2024,NHS DEVON INTEGRATED CARE BOARD,E54000037,6704.0,57343.0,1254506.0,534.4,4571.0
2024/2025,2024,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,9083.0,78280.0,1790318.0,507.3,4372.4
2024/2025,2024,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,2898.0,21294.0,588328.0,492.6,3619.4
2024/2025,2024,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,4593.0,42228.0,955401.0,480.7,4419.9
2024/2025,2024,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,E54000010,5601.0,43976.0,1177578.0,475.6,3734.4
2024/2025,2024,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,13842.0,125117.0,3088985.0,448.1,4050.4
2024/2025,2024,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,5602.0,52809.0,1262719.0,443.6,4182.2
2024/2025,2024,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,2725.0,24370.0,669380.0,407.1,3640.7
2024/2025,2024,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,E54000018,4054.0,36203.0,1001233.0,404.9,3615.8
2024/2025,2024,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,E54000054,9249.0,80877.0,2487154.0,371.9,3251.8
2024/2025,2024,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,5867.0,48767.0,1748885.0,335.5,2788.5
