ORG_CODE1,ORG_NAME1,ICB_NAME,FY_LABEL,mean_6wk_pct,n_months
05V,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB,2025/26,83.77777777777777,9
05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB,2024/25,98.5,4
05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB,2025/26,98.33333333333333,9
06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2024/25,94.0,4
06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2025/26,88.77777777777777,9
06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2024/25,99.75,4
06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2025/26,99.33333333333333,9
07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2024/25,95.0,4
07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB,2025/26,89.0,9
92A,NHS SURREY HEARTLANDS ICB - 92A,NHS SURREY HEARTLANDS ICB,2024/25,99.0,4
92A,NHS SURREY HEARTLANDS ICB - 92A,NHS SURREY HEARTLANDS ICB,2025/26,99.11111111111111,9
09D,NHS SUSSEX ICB - 09D,NHS SUSSEX ICB,2024/25,66.75,4
09D,NHS SUSSEX ICB - 09D,NHS SUSSEX ICB,2025/26,73.77777777777777,9
70F,NHS SUSSEX ICB - 70F,NHS SUSSEX ICB,2024/25,93.75,4
70F,NHS SUSSEX ICB - 70F,NHS SUSSEX ICB,2025/26,94.11111111111111,9
97R,NHS SUSSEX ICB - 97R,NHS SUSSEX ICB,2024/25,75.75,4
97R,NHS SUSSEX ICB - 97R,NHS SUSSEX ICB,2025/26,78.55555555555556,9
02T,NHS WEST YORKSHIRE ICB - 02T,NHS WEST YORKSHIRE ICB,2024/25,94.0,4
02T,NHS WEST YORKSHIRE ICB - 02T,NHS WEST YORKSHIRE ICB,2025/26,81.11111111111111,9
03R,NHS WEST YORKSHIRE ICB - 03R,NHS WEST YORKSHIRE ICB,2024/25,98.25,4
03R,NHS WEST YORKSHIRE ICB - 03R,NHS WEST YORKSHIRE ICB,2025/26,95.55555555555556,9
15F,NHS WEST YORKSHIRE ICB - 15F,NHS WEST YORKSHIRE ICB,2024/25,86.5,4
15F,NHS WEST YORKSHIRE ICB - 15F,NHS WEST YORKSHIRE ICB,2025/26,82.11111111111111,9
36J,NHS WEST YORKSHIRE ICB - 36J,NHS WEST YORKSHIRE ICB,2024/25,96.0,4
36J,NHS WEST YORKSHIRE ICB - 36J,NHS WEST YORKSHIRE ICB,2025/26,96.11111111111111,9
X2C4Y,NHS WEST YORKSHIRE ICB - X2C4Y,NHS WEST YORKSHIRE ICB,2024/25,100.0,4
X2C4Y,NHS WEST YORKSHIRE ICB - X2C4Y,NHS WEST YORKSHIRE ICB,2025/26,100.0,9
76A,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,2024/25,,4
76A,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,2025/26,,7
97T,SOUTH EAST - H&J COMMISSIONING HUB,SOUTH EAST - H&J COMMISSIONING HUB,2024/25,,3
97T,SOUTH EAST - H&J COMMISSIONING HUB,SOUTH EAST - H&J COMMISSIONING HUB,2025/26,,6
14T,SOUTH WEST - H&J COMMISSIONING HUB,SOUTH WEST - H&J COMMISSIONING HUB,2025/26,,1
InvalidCode,Unknown,Unknown,2024/25,74.5,4
InvalidCode,Unknown,Unknown,2025/26,86.44444444444444,9
